date,source,forecast,COLD,HOT,WET,DRY,CLOUDY,WINDY
2018-03-08,boards,"TODAY ... Sunny intervals, isolated wintry showers mainly in northern counties, some morning frost and black ice conditions in central counties, staying rather cold with highs 5 to 8 C.",1.00,0.00,1.00,0.00,0.00,0.00
2018-03-09,boards,"TODAY ... Increasing cloud, rain developing across the south, moderate east to southeast winds, highs near 10 C south, 5 C north where rain could begin as sleet during the late afternoon or evening. The pace of melting will pick up with potential for some significant flooding especially in parts of south Leinster. Becoming rather windy (southeast 50 to 80 km/hr) by evening and overnight.",0.00,0.00,3.00,0.00,1.00,2.00
2018-03-10,boards,"TODAY ... Occasional rain and rather mild, southeast winds 40 to 60 km/hr, about 10 mm further rainfall likely, some spot flooding will develop as snow melt rates increase and the melting moves higher up into snow-covered hilly areas. Highs 11 to 13 C south, 8 to 10 C central. There could be some partial clearing from the south by afternoon but showers are likely to continue all day in the north.",1.00,0.00,4.00,0.00,0.00,1.00
2018-03-11,boards,"TODAY ... Some outbreaks of light rain will move into west Munster and up into Connacht, while parts of Ulster and Leinster will enjoy a few sunny intervals, then increasing cloud there followed by rain moving up from the south this afternoon and evening. Most of these outbreaks will produce 5 mm or less today, sleety on higher ground but highs down around sea level will be 8 to 11 C. Light, occasionally moderate, east to northeast winds backing to northerly this evening.",0.00,0.00,2.00,0.00,1.00,2.00
2018-03-12,boards,"TODAY ... Some further outbreaks of light rain or drizzle, mostly cloudy otherwise but slowly clearing by afternoon in western counties, highs about 7 to 9 C east, 8 to 11 C west.",0.00,0.00,2.00,0.00,1.00,0.00
2018-03-13,boards,"TODAY ... Some sunny breaks at first, followed by a gradual increase in cloud and rain by evening at least in south and west, winds light for the morning then slowly increasing to southeast 30-50 km/hr by late afternoon. Highs 7 to 9 C.",0.00,0.00,1.00,0.00,1.00,1.00
2018-03-13,boards,"TODAY ... Some sunny breaks at first, followed by a gradual increase in cloud and rain by evening at least in south and west, winds light for the morning then slowly increasing to southeast 30-50 km/hr by late afternoon. Highs 7 to 9 C.",0.00,0.00,1.00,0.00,1.00,1.00
2018-03-14,boards,today and part of,0.00,0.00,0.00,0.00,0.00,0.00
2018-03-15,boards,"TODAY will see the last of the rain in the east more confined to north Leinster and east Ulster, then as that system dies out, scattered heavy showers will develop in the still rather mild southeast flow, so after brief brighter intervals some showers or even thundershowers may develop in parts of Munster and these would likely drift northwest into south Connacht by afternoon. Highs 10 to 13 C and winds southeasterly 40 to 60 km/hr at times.",0.00,0.00,4.00,0.00,0.00,1.00
2018-03-16,boards,"TODAY ... Persistent light rain in parts of Ulster and north Connacht, north Leinster this morning, breaking up to showers later. Some sunny intervals in central and southern counties with scattered showers developing, one or two possibly heavy and thundery with hail. Moderate east winds at times 30 to 50 km/hr although more variable in direction in south. Highs 8 to 11 C. About 5 mm of rain on average but some places will remain dry.",0.00,0.00,5.00,1.00,0.00,1.00
2018-03-17,boards,"TODAY (happy St. Patrick's Day to you all) will turn quite windy and much colder with passing showers of sleet or wet snow mingled with a few sunny intervals, in easterly winds of 50 to 70 km/hr with gusts to 90 km/hr possible by afternoon. Passing rain showers in Connacht until mid-day before the cold air reaches that far west. For Leinster and east-central Ulster, morning temperatures of 1 to 3 C will likely be close to the afternoon highs as temperatures will not make much upward progress due to the arrival of arctic air from Scandinavia. Highs of 5 to 7 C may be achieved in Munster and coastal Connacht where temperatures will fall rapidly during the afternoon. For most, especially in Leinster, the wind chills will be significant (making it feel like -1 C). Heavier snow showers will likely develop rapidly after 2 p.m. in Leinster and near the south coast, accumulations are expected by 4 p.m. or so.",5.00,0.00,8.00,2.00,0.00,7.00
2018-03-18,boards,"TODAY ... Rather windy and very cold with outbreaks of snow for most of Leinster, southeast Ulster, south and east Munster. Some heavier periods of snow by mid-day in Wicklow and Wexford, spreading to Waterford and inland southeast, 10 to 20 cms in places. Variable amounts of snow from streamers further north in Leinster, 5 to 15 cms for most but a few places outside that range. Moderate northeast winds of about 60 to 90 km/hr at times will cause blowing and drifting snow especially in open countryside. Some coastal locations could have sleet mixing in with the snow by afternoon. ... Further west and north, some sunny intervals, the odd stray snow shower and very cold in northeast winds of 50 to 80 km/hr. Highs in all regions about 1 to 4 C, higher readings on Atlantic coasts. Feeling like -3 C or lower in the wind.",8.00,0.00,8.00,0.00,0.00,4.00
2018-03-19,boards,"TODAY ... Cloudy with some afternoon sunny breaks developing, mostly in northern counties and near Atlantic coasts. It will continue to be rather cold but less windy (northeast 30 to 50 km/hr) and with temperatures up several degrees, it won't feel as cold as recent days. Highs 6 to 8 C. Just a few passing light flurries not leaving much if any accumulation, although one or two weak streamers may try to form and could leave 1 or 2 cm of snow in a few places, but it will remain dry most of the day in most places. The snow left behind will melt to some extent but may disappear more through sublimation into the atmosphere, some icy patches will remain until Tuesday afternoon in shaded spots.",5.00,0.00,3.00,1.00,1.00,1.00
2018-03-20,boards,"TODAY ... Frost clearing away by about 0930h, watch for icy spots in shaded areas and some black ice possible, then mostly sunny and slowly warming back up to highs of about 8 or 9 C. Light winds becoming southwest by afternoon 20 to 40 km/hr.",0.00,1.00,0.00,0.00,0.00,1.00
2018-03-21,boards,"TODAY ... Mostly cloudy except for a few morning sunny breaks in the south, outbreaks of drizzle or light rain, only 2 to 4 mm expected in some parts of the north. Moderate southwest winds developing, highs about 9 or 10 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-03-22,boards,"TODAY ... Overcast with rain spreading east, staying dry in Leinster until late morning, most places will eventually have 5-10 mm rain. Winds increasing gradually to reach south to southwest 60-90 km/hr by evening, veering westerly in Atlantic coastal counties with some strong gusts around midnight.",0.00,0.00,2.00,1.00,1.00,3.00
2018-03-23,boards,"today from about middle of next week through the Easter weekend. Details (obviously quite a long way to go before much confidence can be had in these) in the forecast.

TODAY ... Variable cloud, some showers at times, strong westerly winds 50 to 80 km/hr diminishing all morning, then after some sunny intervals here and there, a few outbreaks of rain developing, heavier in south by late in the day. Highs near 8 C. Some showers could contain a bit of hail especially in north and west today.",0.00,0.00,4.00,0.00,1.00,3.00
2018-03-24,boards,"TODAY ... Partly cloudy, breezy and rather cool, with a few passing showers, but some sunny intervals in blustery winds west to northwest 40-60 km/hr, and highs 7-10 C.",1.00,0.00,1.00,0.00,1.00,3.00
2018-03-25,boards,"TODAY ... Sunny with increasing afternoon cloud, isolated showers, but clearing again by evening, cool. Highs 8-10 C.",1.00,0.00,1.00,0.00,1.00,0.00
2018-03-26,boards,"TODAY ... Overcast with rain developing from west this morning to east by early afternoon, becoming windy (southeast to southerly 50 to 80 km/hr). About 10 to 15 mm of rain for many locations, highs 9 to 12 C will occur this evening.",0.00,0.00,2.00,0.00,1.00,2.00
2018-03-27,boards,"TODAY ... Partly cloudy with a few showers, quite windy (winds westerly 50 to 80 km/hr), turning colder in the afternoon in western counties and by evening in eastern counties. Highs near 10 C early on, but temperatures steady near 10 C east, and falling to about 5 C by late afternoon in the west.",1.00,0.00,1.00,0.00,1.00,3.00
2018-03-28,boards,"TODAY ... Frequent showers becoming rather sleety as it continues to turn colder, but some brighter intervals developing by afternoon, which may allow some isolated showers to develop hail and thunder. Highs only about 6 to 8 C. Moderate southwest winds backing to south then light and variable by this evening.",1.00,0.00,3.00,0.00,0.00,1.00
2018-03-29,boards,"TODAY ... A band of rain with sleet on higher ground will continue to push slowly northeast today from its current location in west-central counties, and later there could be falls of wet snow on higher ground in Leinster and south/east Ulster. Away from this band, some sunny intervals with more isolated wintry showers will prevail. Cold especially in the more persistent mixed or wintry precipitation. Highs 4 to 8 C.",2.00,0.00,6.00,0.00,0.00,0.00
2018-03-30,boards,"TODAY ... Wintry showers becoming more isolated to parts of Connacht with a few sunny intervals but remaining cold, moderate northeast winds, 40 to 60 km/hr, highs 6 to 9 C.",1.00,0.00,1.00,0.00,0.00,1.00
2018-03-31,boards,"TODAY ... Cloudy with sunny intervals more frequent in west, isolated wintry showers possible in east with snow on higher ground, cold with highs 5 to 9 C.",2.00,0.00,2.00,0.00,1.00,0.00
2018-04-01,boards,"TODAY ... Increasing cloud and cold this morning, rain or sleet developing across Munster by late morning and spreading gradually further north by late afternoon, with raw east to southeast winds increasing to 50 to 80 km/hr adding a chill to highs only 5 to 8 C.",2.00,0.00,2.00,0.00,1.00,1.00
2018-04-02,boards,TODAY ... Further outbreaks of rain or sleet may turn heavy at times but the trend will be more to showers and some brief clearing in the southwest where highs could reach 12 C. Highs more likely to be held to 6 to 9 C central and 4 to 7 C northern counties as a weak easterly flow will continue to push in at the surface. Extensive fog and mist is likely as a result. About 15 to 30 mm further rainfall is possible.,0.00,0.00,4.00,0.00,2.00,1.00
2018-04-03,boards,TODAY ... A band of heavier rain with the slight risk of thunder will continue to move north reaching central counties by mid-day and into the north by afternoon. There will be other outbreaks of light rain or drizzle and also a few brighter intervals mostly in the wake of the more organized band as clearing follows it northward through Munster. Highs 8 to 11 C. About 7 to 12 mm of rain on average.,0.00,0.00,4.00,0.00,0.00,0.00
2018-04-04,boards,"TODAY ... Rain gradually ending in Leinster but drizzle turning to sleet in parts of Ulster, as colder air invades from the northwest, gradual clearing but cold in Connacht and later west Munster, as winds become northerly 40 to 60 km/hr by afternoon in western counties, temperatures steady in the range of 5 to 9 C with a colder trend by afternoon.",3.00,0.00,3.00,1.00,0.00,3.00
2018-04-05,boards,"TODAY ... Watch for icy stretches of roads in some inland counties to about 0900h as the day gets off to a very cold and frosty start under clear skies except for local fog patches, temperatures will slowly recover to about 5 C late morning and will reach late afternoon or evening highs of 7 to 10 C as cloud increases rapidly followed by strong southeast winds and intervals of heavy rain by evening (at least in south and west, it will reach other parts of Ireland overnight).",1.00,0.00,1.00,0.00,2.00,1.00
2018-04-06,boards,"TODAY ... Rather windy and milder with further rain (10 to 20 mm likely in west-central counties, 5 to 10 mm further east), with highs of 10 to 13 C, southerly winds 50 to 80 km/hr although less blustery at times in west as a slack pressure gradient develops near the coast, some very heavy bursts of rain this morning to mid-day in west Munster could bring local 30 mm rainfalls and spot flooding.",0.00,0.00,4.00,0.00,0.00,4.00
2018-04-07,boards,"TODAY ... Mostly cloudy except for some sunny intervals near the west coast at times, with outbreaks of rain spreading north into the eastern and some central counties, 5 to 10 mm likely. Chance of an isolated and brief thunderstorm. Highs 9 to 12 C east, 12 to 14 C west. Moderate southerly winds at times 30 to 50 km/hr.",0.00,0.00,1.00,0.00,1.00,2.00
2018-04-08,boards,"TODAY ... Variable cloud, occasional light rain or drizzle, and highs 10 to 13 C. There may be some decent dry spells in eastern counties.",0.00,0.00,2.00,1.00,1.00,0.00
2018-04-09,boards,"TODAY ... Mostly cloudy, outbreaks of light rain or drizzle becoming heavier by afternoon and evening in parts of west and southwest, where about 10 to 15 mm possible, smaller amounts expected in Leinster and Ulster. Highs 10 to 12 C.",0.00,0.00,2.00,0.00,1.00,0.00
2018-04-10,boards,"TODAY ... Mostly cloudy, outbreaks of light rain more persistent in east and north this morning, but then developing across the south this afternoon. Some central and western counties may have less or even no rain but amounts of 3 to 6 mm will be general where it does fall. Highs only about 10 C in east and north, but 12 to 14 C south and west. Winds east to northeast 40 to 60 km/hr.",0.00,0.00,2.00,0.00,1.00,1.00
2018-04-11,boards,"TODAY ... Hazy sunshine at times, outbreaks of light rain may develop near south coast at times, many areas further north largely dry, warmer towards the west coast due to cool easterly breezes off the Irish Sea. Highs will range from 10 C east to 15 C west.",1.00,1.00,1.00,1.00,0.00,2.00
2018-04-13,boards,"TODAY ... Variable cloud, some showers developing again, southeast winds making the south coast somewhat cooler while the best temperatures will be found in the inland northwest, with highs in the range of 11 to 16 C.",0.00,0.00,1.00,0.00,1.00,1.00
2018-04-14,boards,"TODAY ... Intervals of cloud and hazy sunshine, with spotty drizzle at times in western counties mainly, then increasing cloud, becoming windy, southeast 50-70 km/hr, rain becoming persistent by late in the day as it spreads into the western counties by evening. Highs 12 to 14 C.",0.00,0.00,2.00,0.00,2.00,1.00
2018-04-15,boards,"TODAY ... Variable cloud, rain becoming more showery for a time then resuming with some heavier bursts developing across west Munster into Connacht by late afternoon, as winds veer gradually to become southwest 60 to 90 km/hr, highs 13 to 15 C. Rain may be heavier in western counties where 10 to 20 mm additional can be expected.",0.00,0.00,2.00,0.00,1.00,1.00
2018-04-16,boards,"TODAY ... Some sunny breaks this morning in east, otherwise overcast with further rain at times, some heavy falls possible in west-central counties, with thunder at times, about 30 mm rainfalls can be expected in parts of the west, 10 to 15 mm east by evening, highs near 15 C. Strong southerly winds developing, 60 to 100 km/hr, highest gusts near west coast and parts of south coast.",0.00,0.00,2.00,0.00,1.00,3.00
2018-04-17,boards,"TODAY ... The last of the rain will end soon in eastern counties, then overcast skies will begin to break to partly cloudy with hazy sunshine at times, but heavy showers or thunderstorms could develop by afternoon and evening in parts of the south, spreading further north mostly to western counties, with warmer highs of 15 to 18 C. The winds will also ease to southerly 40 to 60 km/hr, freshening again by late afternoon in some western counties.",0.00,1.00,2.00,0.00,2.00,2.00
2018-04-18,boards,"TODAY ... Warm and breezy with some sunshine at times in the eastern half of the country, outbreaks of rain with chance of thunder near west coast (10-20 mm potential), but this rain will track north and should avoid most of central and all of eastern counties. Winds southerly about 40 to 60 km/hr for most, but a narrow band of gusty and strong southerly winds is expected to accompany the leading edge of the rainfall from about Cork north to Galway and Mayo during the morning, some gusts to 80 km/hr likely there. This won't persist too long and winds will fall back to more moderate levels in those counties. Highs will range from 15 C in the rain near west coast to 18 or even 19 C inland south, central and about 17 C closer to the east coast, but only about 13 C on the outer south coast.",0.00,1.00,4.00,0.00,0.00,7.00
2018-04-23,boards,"TODAY ... Rain will spread across the south, with 10 to 20 mm likely, moderate southwest to west winds 40 to 60 km/hr and perhaps a few breaks in the overcast at either end of the day in the east, just in the late afternoon though for the southwest. Highs 12 to 14 C. Further north, variable cloud with more isolated showers, 3 to 7 mm potential, westerly winds 40 to 60 km/hr and highs 10 to 12 C.",0.00,0.00,2.00,0.00,2.00,3.00
2018-04-24,boards,"TODAY ... Breezy, passing showers and possibly a weak thundershower in a few places, although a more persistent light rain across southern counties this morning, winds westerly 40 to 60 km/hr, highs 12 to 15 C.",0.00,0.00,3.00,0.00,0.00,3.00
2018-04-25,boards,"TODAY ... Partly to mostly cloudy, showers or outbreaks of light rain, cool, lows 5 to 7 C and highs 11 to 14 C. Moderate southwest to west winds about 30 to 50 km/hr.",1.00,0.00,2.00,0.00,1.00,1.00
2018-04-26,boards,"TODAY ... Partly cloudy, rather cool with occasional showers, highs 10 to 12 C. Breezy this morning but winds becoming light and more variable then easterly for at least southern counties by late afternoon as rain approaches west Munster.",1.00,0.00,2.00,0.00,1.00,3.00
2018-04-27,boards,"TODAY ... Some further light rain across the south will gradually clear east. Sunny breaks in central and northern counties will be followed by increasing cloud during the late morning, with outbreaks of rain developing by afternoon, 3 to 5 mm on average, highs 10 to 13 C. Moderate northerly winds at times 30 to 50 km/hr.",0.00,0.00,2.00,0.00,1.00,2.00
2018-04-28,boards,"TODAY ... Cool with some sunny intervals this morning, as showers build up over both Ulster and the southern counties. By late afternoon these two areas may merge with some heavy and possibly thundery showers either stationary or drifting slowly westward in rather slack winds, sometimes northeasterly 20 to 40 km/hr. Highs only 9 to 13 C.",1.00,0.00,3.00,0.00,0.00,1.00
2018-04-29,boards,"TODAY ... After some sunshine in the morning, widespread cloud and showers, some with thunder, once again either stationary or drifting slowly west to southwest, and heavier inland south to southwestern counties. Some local rainfalls of 10 mm although on the average only about 2 to 4 mm expected. Another quite cool day with highs 10 to 14 C.",1.00,0.00,2.00,0.00,1.00,0.00
2018-04-30,boards,"TODAY ... Sunny with cloudy intervals, any showers that develop by afternoon will be very isolated, most likely in central counties, otherwise most places enjoying a dry day with highs about 13 C.",0.00,0.00,1.00,1.00,1.00,0.00
2018-05-01,boards,"TODAY ... Overcast with rain already present over western counties reaching east coast within two or three hours, fog developing over higher terrain. Partial clearing late afternoon from west. Highs 10 to 14 C. Rainfalls 5 to 10 mm in most places. Winds south to southwest 50 to 70 km/hr, feeling rather cool in the rain but not that chilly later in any dry intervals.",1.00,0.00,3.00,1.00,2.00,1.00
2018-05-02,boards,"TODAY ... Some sunny intervals this morning but extensive cloud by about mid-day with further showers developing, rather cool and blustery at times, winds westerly 40 to 60 km/hr. Highs 10 to 13 C. About 3 to 6 mm of rain likely.",1.00,0.00,2.00,0.00,1.00,3.00
2018-05-03,boards,"TODAY ... Mostly cloudy with a few brighter intervals in the east and south, occasional rain heavier in the north and sometimes also in western counties, 3 to 6 mm potential there, probably closer to 1 or 2 mm if even that in east and parts of the south. A little warmer with highs 12 to 15 degrees, warmer inland south. Moderate southwest winds 40 to 60 km/hr.",0.00,2.00,1.00,0.00,1.00,1.00
2018-05-04,boards,"TODAY ... Mostly cloudy this morning then becoming partly cloudy with isolated light showers in some parts of west and north, sunny spells developing for most inland where it will become quite warm, highs 16 to 19 C. Breezes still from southwest but becoming rather light.",0.00,1.00,1.00,0.00,2.00,1.00
2018-05-05,boards,"TODAY ... Fog and mist gradually lifting except in some coastal areas, then partly to mostly sunny and warm except in far northwest where overcast with light rain at times. Low cloud and fog are also possible near south coast and cooling sea breezes will keep temperatures down near Irish Sea coasts. Highs 16 to 20 C. Winds generally light and variable, some onshore sea breezes will develop.",0.00,1.00,1.00,0.00,5.00,3.00
2018-05-06,boards,"TODAY ...  Sunny intervals developing, warm. Highs 17 to 21 C except cooler near some coasts. Winds light and variable.",0.00,1.00,0.00,0.00,0.00,1.00
2018-05-07,boards,"TODAY ... Partly cloudy, breezy with isolated showers most likely in Connacht, and continued warm. Highs 17 to 21 C warmest in Leinster, coolest near south and west coasts.",0.00,2.00,1.00,0.00,1.00,1.00
2018-05-08,boards,"TODAY ... Outbreaks of light rain this morning, then gradual clearing from west around mid-day, moderate south to southwest winds 40 to 60 km/hr, about 5 to 8 mm of rain likely, and highs 14 to 17 C.",0.00,0.00,2.00,0.00,0.00,1.00
2018-05-09,boards,"TODAY ... Windy with rain turning more showery, and becoming cooler. Highs 13 to 15 C. Winds westerly 60 to 90 km/hr in west and north, not quite as strong for south or east but rather blustery at times. Showers most frequent in west and north, sunshine developing at times for south and east by afternoon. The overnight rain added to further accumulations during the day will total about 10 to 15 mm in parts of west and north, 5 to 10 mm south and east.",0.00,0.00,3.00,0.00,0.00,4.00
2018-05-10,boards,"TODAY ... A few passing showers dying out during the middle portions of the day, some sunshine but rapidly increasing cloud ahead of a band of rain expected by this evening. Winds moderate southwest 40 to 60 km/hr backing to southerly and increasing this evening to 50 to 80 km/hr. Highs near 14 C.",0.00,0.00,2.00,0.00,1.00,2.00
2018-05-11,boards,"TODAY ... Mostly cloudy with rain becoming heavy at times, with a few embedded thunderstorms possible by mid-day, reaching Leinster by early afternoon. A rapid clearing trend will follow the rainfall for western counties as winds veer from strong southerly this morning (50 to 80 km/hr) to moderate westerly this afternoon (40 to 60 km/hr). About 10 to 20 mm of rain is likely in most places, with highs 12 to 15 C.",0.00,0.00,3.00,0.00,1.00,3.00
2018-05-12,boards,"TODAY ... Some sunny intervals this morning, then becoming mostly cloudy again with showers or intervals of rain, including a possible thunderstorm, most likely in Leinster and midlands. Highs 12 to 14 C.",0.00,0.00,2.00,0.00,1.00,0.00
2018-05-13,boards,"TODAY ... Sunny intervals this morning although rather cloudy in north, then becoming partly to mostly cloudy, isolated showers, highs 12 to 14 C.",0.00,0.00,1.00,0.00,2.00,0.00
2018-05-14,boards,"TODAY ... Cloudy with a few sunny intervals developing, isolated outbreaks of light rain but accumulations mainly small (1 to 3 mm), highs about 16 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-05-15,boards,"TODAY ... Mostly cloudy with light rain developing across Connacht, Ulster and west Munster but this will become showery as it moves further east, amounts will fall off from 3 to 6 mm at first to only 1 to 3 mm for the southeast. There may be a few sunny breaks later in the day with rather cool northwest winds setting in. Highs near 13 C in the north and west, to 16 C in the inland southeast.",1.00,0.00,1.00,0.00,1.00,1.00
2018-05-16,boards,"TODAY ... Mostly sunny, rather cool in coastal parts of Leinster with light onshore northeast winds, limiting highs to about 13 C. Further west, highs should reach 15 to 17 C. Patchy mid-level cloud may appear at times in north with longer spells of sunshine in the south.",1.00,0.00,0.00,0.00,1.00,1.00
2018-05-17,boards,"TODAY ... A few sunny intervals east, mostly cloudy west and central counties, with a few outbreaks of light rain, but also some brighter intervals there as well. Highs 15 to 17 C except cooler in onshore breezes near south and east coasts.",0.00,0.00,1.00,0.00,1.00,1.00
2018-05-18,boards,"TODAY ... Cloudy with a few outbreaks of light rain in parts of the west this morning, some brighter intervals developing, and rather warm except near south-facing coasts, highs generally 16 to 19 C but could be held down to about 12 C by sea fog and low cloud near south coast.",0.00,1.00,1.00,0.00,3.00,0.00
2018-05-19,boards,"TODAY ... Hazy sunshine will fade as cloud increases in western counties, but should hold on well into the afternoon in the east. Warm for most with highs 17 to 21 C. Cooler near south coast where sea fog may drift some distance inland at times, highs 12 to 15 C there.",0.00,1.00,0.00,0.00,2.00,0.00
2018-05-20,boards,"TODAY ... Some showery rain will ease over Leinster this morning but a more vigorous band of rain will then push north into west Munster and later into Connacht, while the east continues mostly cloudy with occasional light rain but some dry intervals and brief sunny breaks. Highs 15 to 18 C.",0.00,0.00,3.00,1.00,1.00,0.00
2018-05-21,boards,"TODAY ... Continued wet and rather cool for most, somewhat milder readings inland southeast. A further 10 to 20 mm of rain is likely but smaller amounts will fall in south Leinster. Highs 12 to 15 C for most and 15 to 18 C for parts of south Leinster. The rain should ease to drizzle by late afternoon and some clearing may begin before sunset.",1.00,0.00,4.00,0.00,0.00,0.00
2018-05-22,boards,"TODAY ... Sunny with cloudy intervals, although rather cloudy near some south-facing coastlines. Warmer with highs about 18 to 21 C for most, 14 to 17 C east coast and south coast. Slight chance of a very isolated and brief shower or thundershower during the afternoon, most likely in west Munster.",0.00,1.00,2.00,0.00,2.00,0.00
2018-05-23,boards,"TODAY ... Sunny with a few cloudy intervals, isolated coastal fog or low cloud possible but most places will be quite warm with highs reaching 21 or 22 C, held down to 15 or 16 C perhaps in coastal east and parts of Ulster.",0.00,1.00,0.00,0.00,3.00,0.00
2018-05-24,boards,"TODAY ... Sunny intervals this morning, increasing cloud with showers and possibly a few thunderstorms developing, most frequent in south central then later inland southwestern counties, but possible anywhere. Rainfalls of 3 to 10 mm are likely. Warm except near east coast with highs 17 to 23 C, closer to 15 C on Irish Sea coasts.",0.00,1.00,2.00,0.00,1.00,0.00
2018-05-25,boards,"TODAY ... Sunny intervals with cloud over some western counties breaking to partly cloudy skies, warm. A slight risk of a shower or isolated and brief thundershower mainly in the inland south. Highs 18 to 22 C, although closer to 15 C near east and south coasts.",0.00,1.00,2.00,0.00,2.00,0.00
2018-05-26,boards,"TODAY ... Some hazy sunshine, more frequent in western counties, then becoming cloudy with showers and a few thunderstorms in parts of the southeast, also a risk of isolated showers elsewhere but less widespread, quite warm and muggy with highs 17 to 22 C.",0.00,1.00,2.00,0.00,1.00,0.00
2018-05-27,boards,"TODAY ... Thundery showers in parts of the southwest this morning and isolated showers elsewhere, some sunny intervals, warm and humid. These showers will tend to break up with perhaps a new round of showers or storms later. Highs 18 to 23 C.",0.00,1.00,4.00,0.00,0.00,0.00
2018-05-28,boards,"TODAY ... Sunny and very warm, in fact hot might better describe conditions away from the cooler east coast, with highs likely to reach about 24 or 25 C. The east coast will be closer to 18 C thanks to cooling sea breezes, and a temperature gradient from the coast to central Leinster will see highs into the low 20s in places like Kildare and inland Meath. There is a slight chance of a brief shower developing around Carlow or south Kilkenny and drifting west into south Tipperary or north Waterford.",0.00,2.00,1.00,0.00,0.00,1.00
2018-05-29,boards,"TODAY ... Sunny and very warm (hot for some parts of the west and central counties), slight cooling near east coast from sea breezes, but highs for most in the range of 21 to 25 C. Isolated showers and risk of a thunderstorm in west Munster, especially over higher parts of west Cork, north Kerry, border areas of Limerick.",0.00,2.00,1.00,0.00,0.00,1.00
2018-05-30,boards,"TODAY ... Mostly sunny and very warm, isolated thunderstorms may develop later in Munster (locally heavy). Highs 21 to 25 C.",0.00,1.00,0.00,0.00,0.00,0.00
2018-05-31,boards,"TODAY ... Showers with risk of a thunderstorm this morning in some parts of northwest, otherwise hazy sunshine and continued warm and humid, by afternoon scattered outbreaks of thunderstorms in south and east, spreading further west by evening. Highs 21 to 24 C except closer to 18 C near some coasts.",0.00,1.00,1.00,0.00,0.00,0.00
2018-06-01,boards,"today seems the most likely to produce locally heavy showers or thunderstorms with a less active trend through the weekend and a slight uptick in shower activity around Monday but dry for several days possibly after that.

TODAY ... Warm and humid with increasing cloud and scattered showers, isolated heavy thunderstorms developing by afternoon and evening. The greatest risk of heavy rainfall or intense thunderstorm activity will be in west Munster and Connacht but not entirely limited to those regions. Highs 21 to 25 C.",0.00,1.00,4.00,1.00,1.00,0.00
2018-06-02,boards,"TODAY ... Rather cloudy at first, some sunny intervals developing, warm except near some coasts due to sea breezes, outbreaks of thundery rain likely by afternoon in Ulster, parts of Connacht and west Munster. Some locally heavy rainfalls possible there. Highs 21 to 24 C.",0.00,1.00,2.00,0.00,1.00,1.00
2018-06-03,boards,"TODAY ... Cloudy with sunny intervals developing, a few heavy showers or thunderstorms mainly in northern counties, warm. Highs 19 to 23 C.",0.00,1.00,1.00,0.00,1.00,0.00
2018-06-04,boards,"TODAY ... Hazy sunshine, very warm in western counties, warm but locally cooler due to sea breezes near east and south coasts, highs 20 to 25 C, showers and thunderstorms developing late in the day inland west and northwest.",0.00,2.00,1.00,0.00,0.00,1.00
2018-06-05,boards,TODAY ... Sunny intervals and warm again today. Some cloud will build up over southeast with a slight risk of showers. A more significant risk will develop for showers and isolated thunderstorms in the inland western counties by late afternoon. Highs 20 to 25 C.,0.00,1.00,2.00,0.00,1.00,0.00
2018-06-06,boards,"TODAY ... Sunny and warm, some cloudy intervals and isolated thunderstorms by late in the day, mostly in inland western counties, highs 21 to 26 C.",0.00,1.00,0.00,0.00,1.00,0.00
2018-06-07,boards,"TODAY ... Rather cloudy in south with a few showers in west Munster, trending to mostly sunny further north, then cloudy again closer to north coast with chance of isolated thunderstorms. By afternoon, some isolated storms possible all over inland west but only small coverage likely, so most places remaining dry and quite warm with highs 22 to 25 C west, 16 to 19 C south and east, 18 to 21 C north.",0.00,1.00,1.00,1.00,2.00,0.00
2018-06-08,boards,"TODAY ... Partly cloudy, warm and humid, with the risk of widespread heavy showers and thunderstorms in Connacht, Munster and midlands as well as south central Ulster. Highs 20 to 24 C. Somewhat cooler near east coast and outer south coast due to sea breezes, some chance of sea fog on outer headlands. Peak of the heavy shower activity will likely be 3 to 6 p.m. with the risk of localized 20-40 mm downpours and spot flooding.",0.00,1.00,3.00,0.00,2.00,1.00
2018-06-09,boards,"TODAY ... Sunny intervals this morning, warm, then scattered showers and thunderstorms, similar in coverage to yesterday if perhaps a bit further east and south. One or two of these may become heavy with locally intense thunder and torrential downpours leading to localized flooding. Highs 19 to 24 C.",0.00,1.00,2.00,0.00,0.00,0.00
2018-06-10,boards,"TODAY ... Rather cloudy at first but becoming partly sunny, hazy and warm, isolated showers or thunderstorms developing in Munster and south Leinster by afternoon, highs 20 to 24 C.",0.00,1.00,1.00,0.00,1.00,0.00
2018-06-11,boards,"TODAY ... A mixture of cloud and sunshine, with sunny spells most likely near south coast this morning, perhaps more widespread by afternoon, and with moderate northerly winds keeping it rather cool near some coasts but relatively warm again inland with highs 18 to 21 C. Many places dry but isolated showers most likely in Connacht and west Ulster.",1.00,1.00,1.00,1.00,1.00,2.00
2018-06-12,boards,TODAY ... Cloudy in many areas this morning but some early sunshine for coastal Leinster and parts of the south and west too. The cloud may be fairly stubborn as winds remain quite light but eventually longer bright spells will become more widespread. Highs 17 to 21 C.,0.00,0.00,0.00,0.00,2.00,1.00
